Title,Named-entity,Sentence
George R. R. Martin,Bayonne,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,New Jersey,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,U.S.,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,Northwestern University,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,George R. R. Martin,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,Wildcards,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,The Thousand World,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,Raymond Richard Martin,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,George Raymond Martin,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,"September 20, 1948","Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,GRRM,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,American,"Infobox writer name              George R. R. Martin image             Portrait photoshoot at Worldcon 75, Helsinki, before the Hugo Awards  George R. R. Martin.jpg caption           Martin in 2017 birth_name        George Raymond Martin birth_date         birth_place       Bayonne,Bayonne, New Jersey, U.S. occupation         Novelist Screenwriter Short-story writer education         Northwestern University (BS, MS) genre              Fantasy Horror Science fiction spouses            signature         George R. R. Martin signature.svg website            notable_works     Song of Ice and Fire, Wildcards anthology series, The Thousand World storiesGeorge Raymond Richard Martin (born George Raymond Martin; September 20, 1948), also known as GRRM, is an American novelist, screenwriter, television producer and short story writer."
George R. R. Martin,A Song of Ice and Fire,"He is the author of the series of epic fantasy novels A Song of Ice and Fire, which were adapted into the Emmy Award-winning HBO series Game of Thrones (20112019)."
George R. R. Martin,HBO,"He is the author of the series of epic fantasy novels A Song of Ice and Fire, which were adapted into the Emmy Award-winning HBO series Game of Thrones (20112019)."
George R. R. Martin,Game of Thrones,"He is the author of the series of epic fantasy novels A Song of Ice and Fire, which were adapted into the Emmy Award-winning HBO series Game of Thrones (20112019)."
George R. R. Martin,20112019,"He is the author of the series of epic fantasy novels A Song of Ice and Fire, which were adapted into the Emmy Award-winning HBO series Game of Thrones (20112019)."
George R. R. Martin,2022,"He also helped create the Wild Cards anthology series, and contributed worldbuilding for the 2022 video game Elden Ring."
George R. R. Martin,Elden Ring,"He also helped create the Wild Cards anthology series, and contributed worldbuilding for the 2022 video game Elden Ring."
George R. R. Martin,2005,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,Lev Grossman,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,Time,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,Martin,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,American,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,J. R.,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,Raymond Martin,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,Richard,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,13 years old,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,September 20,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,"1948,The","In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,first,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,Broadway,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,Martin,"In 2005, Lev Grossman of Time called Martin ""the American J. R. R.Tolkien"",Early lifeGeorge Raymond Martin (he adopted the confirmation name Richard at 13 years old) was born on September 20, 1948,The family first lived in a house on Broadway belonging to Martin's great-grandmother."
George R. R. Martin,1953,"In 1953, they moved to a federal housing project near the Bayonne docks."
George R. R. Martin,Bayonne,"In 1953, they moved to a federal housing project near the Bayonne docks."
George R. R. Martin,Martin,"During Martin's childhood, his world consisted predominantly of ""First Street to Fifth Street"", between his grade school and his home; this limited world made him want to travel and experience other places, but the only way of doing so was through his imagination, and he became a voracious reader."
George R. R. Martin,First Street,"During Martin's childhood, his world consisted predominantly of ""First Street to Fifth Street"", between his grade school and his home; this limited world made him want to travel and experience other places, but the only way of doing so was through his imagination, and he became a voracious reader."
George R. R. Martin,Fifth Street,"During Martin's childhood, his world consisted predominantly of ""First Street to Fifth Street"", between his grade school and his home; this limited world made him want to travel and experience other places, but the only way of doing so was through his imagination, and he became a voracious reader."
George R. R. Martin,Martin,Martin attended Mary Jane Donohoe School and later Marist High School.
George R. R. Martin,Mary Jane Donohoe School,Martin attended Mary Jane Donohoe School and later Marist High School.
George R. R. Martin,Marist High School,Martin attended Mary Jane Donohoe School and later Marist High School.
George R. R. Martin,Marvel Comics,"While there he became an avid comic book fan, developing a strong interest in the superheroes being published by Marvel Comics,In 1970, Martin earned a B.S. in journalism from Northwestern University's Medill School of Journalism in Evanston, Illinois, graduating summa cum laude; he went on to complete his M.S. in Journalism in 1971, also from Medill."
George R. R. Martin,1970,"While there he became an avid comic book fan, developing a strong interest in the superheroes being published by Marvel Comics,In 1970, Martin earned a B.S. in journalism from Northwestern University's Medill School of Journalism in Evanston, Illinois, graduating summa cum laude; he went on to complete his M.S. in Journalism in 1971, also from Medill."
George R. R. Martin,Martin,"While there he became an avid comic book fan, developing a strong interest in the superheroes being published by Marvel Comics,In 1970, Martin earned a B.S. in journalism from Northwestern University's Medill School of Journalism in Evanston, Illinois, graduating summa cum laude; he went on to complete his M.S. in Journalism in 1971, also from Medill."
George R. R. Martin,Northwestern University's,"While there he became an avid comic book fan, developing a strong interest in the superheroes being published by Marvel Comics,In 1970, Martin earned a B.S. in journalism from Northwestern University's Medill School of Journalism in Evanston, Illinois, graduating summa cum laude; he went on to complete his M.S. in Journalism in 1971, also from Medill."
George R. R. Martin,Medill School of Journalism,"While there he became an avid comic book fan, developing a strong interest in the superheroes being published by Marvel Comics,In 1970, Martin earned a B.S. in journalism from Northwestern University's Medill School of Journalism in Evanston, Illinois, graduating summa cum laude; he went on to complete his M.S. in Journalism in 1971, also from Medill."
George R. R. Martin,Evanston,"While there he became an avid comic book fan, developing a strong interest in the superheroes being published by Marvel Comics,In 1970, Martin earned a B.S. in journalism from Northwestern University's Medill School of Journalism in Evanston, Illinois, graduating summa cum laude; he went on to complete his M.S. in Journalism in 1971, also from Medill."
George R. R. Martin,Illinois,"While there he became an avid comic book fan, developing a strong interest in the superheroes being published by Marvel Comics,In 1970, Martin earned a B.S. in journalism from Northwestern University's Medill School of Journalism in Evanston, Illinois, graduating summa cum laude; he went on to complete his M.S. in Journalism in 1971, also from Medill."
George R. R. Martin,M.S.,"While there he became an avid comic book fan, developing a strong interest in the superheroes being published by Marvel Comics,In 1970, Martin earned a B.S. in journalism from Northwestern University's Medill School of Journalism in Evanston, Illinois, graduating summa cum laude; he went on to complete his M.S. in Journalism in 1971, also from Medill."
George R. R. Martin,1971,"While there he became an avid comic book fan, developing a strong interest in the superheroes being published by Marvel Comics,In 1970, Martin earned a B.S. in journalism from Northwestern University's Medill School of Journalism in Evanston, Illinois, graduating summa cum laude; he went on to complete his M.S. in Journalism in 1971, also from Medill."
George R. R. Martin,Medill.,"While there he became an avid comic book fan, developing a strong interest in the superheroes being published by Marvel Comics,In 1970, Martin earned a B.S. in journalism from Northwestern University's Medill School of Journalism in Evanston, Illinois, graduating summa cum laude; he went on to complete his M.S. in Journalism in 1971, also from Medill."
George R. R. Martin,Don,"D'Mmassa, Don ""Martin, George"" pages 388-390 from St. James Guide to Horror, Ghost and Gothic Writers edited by David Pringle, Detroit: St. James Press, 19978 page 388."
George R. R. Martin,Martin,"D'Mmassa, Don ""Martin, George"" pages 388-390 from St. James Guide to Horror, Ghost and Gothic Writers edited by David Pringle, Detroit: St. James Press, 19978 page 388."
George R. R. Martin,George,"D'Mmassa, Don ""Martin, George"" pages 388-390 from St. James Guide to Horror, Ghost and Gothic Writers edited by David Pringle, Detroit: St. James Press, 19978 page 388."
George R. R. Martin,388,"D'Mmassa, Don ""Martin, George"" pages 388-390 from St. James Guide to Horror, Ghost and Gothic Writers edited by David Pringle, Detroit: St. James Press, 19978 page 388."
George R. R. Martin,"St. James Guide to Horror, Ghost and","D'Mmassa, Don ""Martin, George"" pages 388-390 from St. James Guide to Horror, Ghost and Gothic Writers edited by David Pringle, Detroit: St. James Press, 19978 page 388."
George R. R. Martin,David Pringle,"D'Mmassa, Don ""Martin, George"" pages 388-390 from St. James Guide to Horror, Ghost and Gothic Writers edited by David Pringle, Detroit: St. James Press, 19978 page 388."
George R. R. Martin,Detroit,"D'Mmassa, Don ""Martin, George"" pages 388-390 from St. James Guide to Horror, Ghost and Gothic Writers edited by David Pringle, Detroit: St. James Press, 19978 page 388."
George R. R. Martin,St. James Press,"D'Mmassa, Don ""Martin, George"" pages 388-390 from St. James Guide to Horror, Ghost and Gothic Writers edited by David Pringle, Detroit: St. James Press, 19978 page 388."
George R. R. Martin,19978,"D'Mmassa, Don ""Martin, George"" pages 388-390 from St. James Guide to Horror, Ghost and Gothic Writers edited by David Pringle, Detroit: St. James Press, 19978 page 388."
George R. R. Martin,388,"D'Mmassa, Don ""Martin, George"" pages 388-390 from St. James Guide to Horror, Ghost and Gothic Writers edited by David Pringle, Detroit: St. James Press, 19978 page 388."
George R. R. Martin,the Vietnam War,"Eligible for the draft during the Vietnam War, to which he objected, Martin applied for and obtained conscientious objector status; he instead did alternative service work for two years (19721974) as a VISTA volunteer, attached to the Cook County,Cook County Legal Assistance Foundation."
George R. R. Martin,Martin,"Eligible for the draft during the Vietnam War, to which he objected, Martin applied for and obtained conscientious objector status; he instead did alternative service work for two years (19721974) as a VISTA volunteer, attached to the Cook County,Cook County Legal Assistance Foundation."
George R. R. Martin,two years,"Eligible for the draft during the Vietnam War, to which he objected, Martin applied for and obtained conscientious objector status; he instead did alternative service work for two years (19721974) as a VISTA volunteer, attached to the Cook County,Cook County Legal Assistance Foundation."
George R. R. Martin,19721974,"Eligible for the draft during the Vietnam War, to which he objected, Martin applied for and obtained conscientious objector status; he instead did alternative service work for two years (19721974) as a VISTA volunteer, attached to the Cook County,Cook County Legal Assistance Foundation."
George R. R. Martin,VISTA,"Eligible for the draft during the Vietnam War, to which he objected, Martin applied for and obtained conscientious objector status; he instead did alternative service work for two years (19721974) as a VISTA volunteer, attached to the Cook County,Cook County Legal Assistance Foundation."
George R. R. Martin,the Cook County,"Eligible for the draft during the Vietnam War, to which he objected, Martin applied for and obtained conscientious objector status; he instead did alternative service work for two years (19721974) as a VISTA volunteer, attached to the Cook County,Cook County Legal Assistance Foundation."
George R. R. Martin,Cook County Legal Assistance Foundation,"Eligible for the draft during the Vietnam War, to which he objected, Martin applied for and obtained conscientious objector status; he instead did alternative service work for two years (19721974) as a VISTA volunteer, attached to the Cook County,Cook County Legal Assistance Foundation."
George R. R. Martin,1970,"CareerEarly writing careerMartin began selling science fiction short stories professionally in 1970, at age 21."
George R. R. Martin,age 21,"CareerEarly writing careerMartin began selling science fiction short stories professionally in 1970, at age 21."
George R. R. Martin,first,"His first sale was ""The Hero"", sold to Galaxy magazine and published in its February 1971 issue; other sales soon followed."
George R. R. Martin,The Hero,"His first sale was ""The Hero"", sold to Galaxy magazine and published in its February 1971 issue; other sales soon followed."
George R. R. Martin,Galaxy,"His first sale was ""The Hero"", sold to Galaxy magazine and published in its February 1971 issue; other sales soon followed."
George R. R. Martin,February 1971,"His first sale was ""The Hero"", sold to Galaxy magazine and published in its February 1971 issue; other sales soon followed."
George R. R. Martin,first,"His first story to be nominated for the Hugo AwardThe short stories he was able to sell in his early 20s gave him some profit, but not enough to pay his bills, which prevented him from becoming the full-time writer he wanted to be."
George R. R. Martin,the Hugo AwardThe,"His first story to be nominated for the Hugo AwardThe short stories he was able to sell in his early 20s gave him some profit, but not enough to pay his bills, which prevented him from becoming the full-time writer he wanted to be."
George R. R. Martin,his early 20s,"His first story to be nominated for the Hugo AwardThe short stories he was able to sell in his early 20s gave him some profit, but not enough to pay his bills, which prevented him from becoming the full-time writer he wanted to be."
George R. R. Martin,American,The need for a day job occurred simultaneously with the American chess craze which followed Bobby Fischer's victory in the 1972 world chess championship.
George R. R. Martin,Bobby Fischer's,The need for a day job occurred simultaneously with the American chess craze which followed Bobby Fischer's victory in the 1972 world chess championship.
George R. R. Martin,1972,The need for a day job occurred simultaneously with the American chess craze which followed Bobby Fischer's victory in the 1972 world chess championship.
George R. R. Martin,Martin,Martin's own chess skills and experience allowed him to be hired as a tournament director for the Continental Chess Association that ran chess tournaments on the weekends.
George R. R. Martin,the Continental Chess Association,Martin's own chess skills and experience allowed him to be hired as a tournament director for the Continental Chess Association that ran chess tournaments on the weekends.
George R. R. Martin,the weekends,Martin's own chess skills and experience allowed him to be hired as a tournament director for the Continental Chess Association that ran chess tournaments on the weekends.
George R. R. Martin,Saturdays,"This gave him a sufficient income, and because the tournaments only ran on Saturdays and Sundays, it allowed him to work as a writer five days a week from 1973 to 1976."
George R. R. Martin,Sundays,"This gave him a sufficient income, and because the tournaments only ran on Saturdays and Sundays, it allowed him to work as a writer five days a week from 1973 to 1976."
George R. R. Martin,five days,"This gave him a sufficient income, and because the tournaments only ran on Saturdays and Sundays, it allowed him to work as a writer five days a week from 1973 to 1976."
George R. R. Martin,1976,"This gave him a sufficient income, and because the tournaments only ran on Saturdays and Sundays, it allowed him to work as a writer five days a week from 1973 to 1976."
