Title,Named-entity,Sentence
Selena Gomez,Disney Channel,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,Wizards of Waverly Place,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,20072012).Alongside,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,Gomez,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,Another Cinderella Story,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,2008,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,Princess Protection Program,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,2009,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,Wizards of Waverly Place,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,2009,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,Ramona,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,2010,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,Monte Carlo,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,2011,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,Spring Breakers,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,2012,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,2013,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,2016,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,2019,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,A Rainy Day,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,New York,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,2019,"In her teenage years, she rose to prominence for her lead role as Alex Russo in the Disney Channel television series Wizards of Waverly Place (20072012).Alongside her television career, Gomez appeared in the films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place: The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011), Spring Breakers (2012), Getaway (2013), The Fundamentals of Caring (2016), The Dead Don'The Dead Don't Die (2019), and A Rainy Day in New York (2019)."
Selena Gomez,Mavis,She voiced the character Mavis in the Hotel Transylvania film franchise (20122022).
Selena Gomez,Hotel,She voiced the character Mavis in the Hotel Transylvania film franchise (20122022).
Selena Gomez,20122022,She voiced the character Mavis in the Hotel Transylvania film franchise (20122022).
Selena Gomez,Gomez,"Gomez executive produced the Netflix television series 13 Reasons Why (20172020) and Living Undocumented (2019) through her production company, July Moonhead Productions."
Selena Gomez,Netflix,"Gomez executive produced the Netflix television series 13 Reasons Why (20172020) and Living Undocumented (2019) through her production company, July Moonhead Productions."
Selena Gomez,13,"Gomez executive produced the Netflix television series 13 Reasons Why (20172020) and Living Undocumented (2019) through her production company, July Moonhead Productions."
Selena Gomez,20172020,"Gomez executive produced the Netflix television series 13 Reasons Why (20172020) and Living Undocumented (2019) through her production company, July Moonhead Productions."
Selena Gomez,2019,"Gomez executive produced the Netflix television series 13 Reasons Why (20172020) and Living Undocumented (2019) through her production company, July Moonhead Productions."
Selena Gomez,July Moonhead Productions,"Gomez executive produced the Netflix television series 13 Reasons Why (20172020) and Living Undocumented (2019) through her production company, July Moonhead Productions."
Selena Gomez,Max,She also executive produces and stars in the HBO Max cooking series Selena + Chef (2020present) and the Hulu mystery-comedy series Only Murders in the Building (2021present).
Selena Gomez,2020present,She also executive produces and stars in the HBO Max cooking series Selena + Chef (2020present) and the Hulu mystery-comedy series Only Murders in the Building (2021present).
Selena Gomez,Only Murders in the Building,She also executive produces and stars in the HBO Max cooking series Selena + Chef (2020present) and the Hulu mystery-comedy series Only Murders in the Building (2021present).
Selena Gomez,Gomez,"The latter earned Gomez critical praise, and a nomination for Critics'Best Actress in a Comedy series at the 11th Critics'Critics' Choice Television Awards."
Selena Gomez,11th,"The latter earned Gomez critical praise, and a nomination for Critics'Best Actress in a Comedy series at the 11th Critics'Critics' Choice Television Awards."
Selena Gomez,Gomez,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,three,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,Selena Gomez,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,ten,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,the Recording Industry Association of America,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,Kiss & Tell,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,Selena Gomez &Kiss & Tell,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,2009,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,A Year Without Rain,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,2010,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,the Sun Goes Down,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,Selena Gomez &,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,the Sun Goes Down,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,2011,"Gomez released three albums with her former band, Selena Gomez & the Scene, all of which reached the top ten of the US Billboard 200 and were certified gold by the Recording Industry Association of America: Kiss & Tell (Selena Gomez &Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (Selena Gomez &When the Sun Goes Down (2011)."
Selena Gomez,Gomez,"Additionally, Gomez's three solo studio albumsStars Dance (2013), Revival (2015), and Rare (2020)each debuted atop the Billboard 200."
Selena Gomez,three,"Additionally, Gomez's three solo studio albumsStars Dance (2013), Revival (2015), and Rare (2020)each debuted atop the Billboard 200."
Selena Gomez,2013,"Additionally, Gomez's three solo studio albumsStars Dance (2013), Revival (2015), and Rare (2020)each debuted atop the Billboard 200."
Selena Gomez,2015,"Additionally, Gomez's three solo studio albumsStars Dance (2013), Revival (2015), and Rare (2020)each debuted atop the Billboard 200."
Selena Gomez,2020)each,"Additionally, Gomez's three solo studio albumsStars Dance (2013), Revival (2015), and Rare (2020)each debuted atop the Billboard 200."
Selena Gomez,Billboard,"Additionally, Gomez's three solo studio albumsStars Dance (2013), Revival (2015), and Rare (2020)each debuted atop the Billboard 200."
Selena Gomez,Gomez,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,ten,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,US,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,100,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,Come &Come & Get,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,The Heart Wants What It Wants,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,Same Old Love,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,Don'We,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,It Ain't Me,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,first,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,one,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,Lose You to Love Me,"A number of Gomez's singles have charted inside the top ten of the US Billboard Hot 100, including ""Come &Come & Get It"", ""The Heart Wants What It Wants"", ""Good for You"", ""Same Old Love"", ""Hands to Myself"", ""We Don'We Don't Talk Anymore"", ""It Ain't Me"", and her first number-one song ""Lose You to Love Me""."
Selena Gomez,Marie Gomez,"Early lifeSelena Marie Gomez was born on July 22, 1992, in Grand Prairie, Texas,Gomez was born when her mother was 16 years old."
Selena Gomez,"July 22, 1992","Early lifeSelena Marie Gomez was born on July 22, 1992, in Grand Prairie, Texas,Gomez was born when her mother was 16 years old."
Selena Gomez,Grand Prairie,"Early lifeSelena Marie Gomez was born on July 22, 1992, in Grand Prairie, Texas,Gomez was born when her mother was 16 years old."
Selena Gomez,Texas,"Early lifeSelena Marie Gomez was born on July 22, 1992, in Grand Prairie, Texas,Gomez was born when her mother was 16 years old."
Selena Gomez,Gomez,"Early lifeSelena Marie Gomez was born on July 22, 1992, in Grand Prairie, Texas,Gomez was born when her mother was 16 years old."
Selena Gomez,16 years old,"Early lifeSelena Marie Gomez was born on July 22, 1992, in Grand Prairie, Texas,Gomez was born when her mother was 16 years old."
